pos_x,pos_y
-105.55668640136719,-270.3902282714844
-104.33065795898438,-269.48577880859375
-103.15452575683594,-268.5432434082031
-102.00701904296875,-267.5473327636719
-100.90708923339844,-266.5092468261719
-99.85406494140625,-265.4331359863281
-98.83060455322266,-264.3027038574219
-97.85456085205078,-263.1397399902344
-96.92874908447266,-261.9434814453125
-96.05625915527344,-260.71588134765625
-95.22747039794922,-259.43585205078125
-94.45870971679688,-258.126953125
-93.75372314453125,-256.7904357910156
-93.11373138427734,-255.43109130859375
-92.53060913085938,-254.02769470214844
-92.01663970947266,-252.60585021972656
-91.57429504394531,-251.16915893554688
-91.19756317138672,-249.69598388671875
-90.89156341552734,-248.20257568359375
-90.65369415283203,-246.7000732421875
-90.48120880126953,-245.20855712890625
-90.36907958984375,-243.70086669921875
-90.32191467285156,-242.17962646484375
-90.34225463867188,-240.6773223876953
-90.42731475830078,-239.17266845703125
-90.57727813720703,-237.669921875
-90.79307556152344,-236.1771240234375
-91.07766723632812,-234.67596435546875
-91.4239273071289,-233.19998168945312
-91.82614135742188,-231.7522735595703
-92.29156494140625,-230.3072967529297
-92.80615997314453,-228.8978729248047
-93.37413024902344,-227.49525451660156
-93.99205017089844,-226.09796142578125
-94.6440200805664,-224.7347412109375
-95.34160614013672,-223.37832641601562
-96.06841278076172,-222.05758666992188
-96.83541107177734,-220.74729919433594
-97.63853454589844,-219.4488983154297
-98.4735336303711,-218.1642303466797
-99.31800079345703,-216.92037963867188
-100.186279296875,-215.68942260742188
-101.0732192993164,-214.47006225585938
-101.97469329833984,-213.25979614257812
-102.88558959960938,-212.05532836914062
-103.80003356933594,-210.85281372070312
-104.71458435058594,-209.65017700195312
-105.62715148925781,-208.4461669921875
-106.53559875488281,-207.23873901367188
-107.4378890991211,-206.025634765625
-108.32999420166016,-204.8032684326172
-109.20738220214844,-203.5698699951172
-110.06871032714844,-202.3262481689453
-110.90961456298828,-201.0697784423828
-111.7254409790039,-199.79827880859375
